"Release Date
(Packaging)",ES Release Date,VN Release Date,EzServer,Status,Stage,AxisY,"Included
EzWebServer",Supporting CleverOne,"Supporting
EzDent-i","Supporting
Ez3D-i","Supporting
EzOrtho","Supporting
EzMobile","Supporting
EzDent Web",Supporting EzDent Web for Tablet,Supporting EzCommonTools,"Supporting
EzGate",Supporting Ez-iScan,Comment,Link,E2 DB,E3 DB,SC DB,IMPLANT DB,LOG DB,SETTING DB,EzOrtho Data Version,Service Config File Format,DB Accounts Revision,VTDBConfig.ini version,EIF Version,EzServer Installer,EzServer AuthProvider,EzServer LicenseManager,EzServer Messenger,EzServer Updater,EzServer REST API v2,EzServer WebConsole,EzLauncher,EzServer OpenSource Licenses,EzServer License Manager Frontend,EzServer Updater Frontend,Sharing Manager (EzCloud v0.9),EzServer Manager App,EzServer Manager Service,EzServer Control Panel,EzServer Service,VTDBBackup,Password Init Tool,DB,PMS Integration REST API Version,PMS Integration AMQP protocol version,nginx,php,dcmtk,node,Qt,ffmpeg,7z,ImageMagick,OpenSSL,LexFloatServer,LexActivator,SHA256,"EzServer PI Disposer
(Not Inclued)",EzServer Migration Tool (Not Included),"EzCommonTools
(Not Included)"
2019-10-31,N/A,,v4.0.0.a3,Released,Alpha,-40,v2.0.0.a4,N/A,,~ v5.2.0.b2,v1.0.0.a3,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.0.0.a3 대응,,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-10-18,2019-10-18,,v3.0.5.2,Released,FCS,30,v1.3.1.1,N/A,~ v3.0.6.1,~ v5.1.5.0 (Patch) ,,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,EZSV-286 대응,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-10-07,N/A,,v4.0.0.a2,Released,Alpha,-35,v2.0.0.a3,N/A,,~ v5.2.0.b2,v1.0.0.a2,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.0.0.a2 대응 (EOTH-326 포함),,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-10-07,N/A,,v3.0.5.1,Released,FCS,20,v1.3.1.1,N/A,~ v3.0.6.0,"~ v5.1.3.0
~ v5.1.5.0 (Patch)",N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,EZSV-285 대응,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-09-30,N/A,,v4.0.0.a1,Released,Alpha,-40,v2.0.0.a2,N/A,,~ v5.2.0.b2,v1.0.0.a1,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,"EzOrtho API 추가
EzDent-i v3.0.2와의 연동 테스트용",,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-09-19,N/A,,v3.0.5.0,Released,FCS,10,v1.3.1.1,N/A,~ v3.0.6.0,,N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,Arabic OS 대응 (ETWO-7697),,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-08-17,N/A,,v3.0.4.0 (N/A),Unreleased,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,버전 건너뜀,,N/A,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-08-16,N/A,,v3.0.3.0,Released,FCS,30,v1.3.1.1,N/A,,,N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-07-18,2019-07-18,,v3.0.2.1,Released,FCS,35,v1.3.1.1,N/A,"~ v3.0.3.1
~ v3.0.2.0",,N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-07-12,N/A,,v3.0.2.0,Released,FCS,30,v1.3.1.0 (Patch),N/A,~ v3.0.3.0,~ v5.1.2.1,N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,Port 변경 UI 추가,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-06-28,N/A,,v3.0.2.b1,Released,Beta,-15,v1.3.0.6,N/A,~ v3.0.2.b1,~ v5.1.1.b1 (for X-i3D),N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-06-19,2019-06-20,,v3.0.1.4 (Patch) ,Released,FCS,50,v1.3.0.6,N/A,,,N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,"EZSV-263, EZEW-264 긴급 대응",,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-06-18,2019-06-18,,v3.0.1.3 (Patch),Released,FCS,40,v1.3.0.5,N/A,,,N/A,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,EZEW-263 긴급 대응,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-06-14,2019-06-13,,v3.0.1.2 (Patch),Released,FCS,30,v1.3.0.4,N/A,~ v3.0.1.5 (Patch),,N/A,~ v1.1.0.1,N/A,N/A,N/A,N/A,N/A,EZEW-261 긴급 대응,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-05-29,2019-05-29,,v3.0.1.1,Released,FCS,20,v1.3.0.3,N/A,"~ v3.0.1.4
~ v3.0.1.3
~ v3.0.1.2",,N/A,"Not working
(EZDM-795)",N/A,N/A,N/A,N/A,N/A,TRAgent encoding 문제 수정,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-05-21,2019-05-21,,v3.0.1.0,Released,FCS,10,v1.3.0.3,N/A,"~ v3.0.1.1
~ v3.0.1.0","~ v5.1.0.0
~ v5.0.1.1",N/A,"Not working
(EZDM-795)",N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-05-07,N/A,,v3.0.1.b5,Released,Beta,-20,v1.3.0.2,N/A,,,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-04-24,N/A,,v3.0.1.b4,Released,Beta,-25,v1.3.0.1,N/A,~ v3.0.1.b1,"~ v5.1.0.b2
~ v5.1.0.b3",N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-04-16,N/A,,v3.0.1.b3,Released,Beta,-30,v1.3.0.0,N/A,~ v3.0.1.a2,,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-04-03,N/A,,v3.0.1.b2,Released,Beta,-35,v1.3.0.b2,N/A,,,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,EzWebServer: Added IO Sensor API,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-04-02,N/A,,v3.0.1.b1,Released,Beta,-40,v1.3.0.b1,N/A,,~ v5.1.0.b2,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-03-22,N/A,,v3.0.1.a2,Released,Alpha,-45,v1.2.1.a2,N/A,~ v3.0.1.a1,,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-03-06,N/A,,v3.0.1.a1,Released,Alpha,-50,v1.2.1.a1,N/A,,,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-02-13,2019-02-13,,v3.0.0.1,Released,FCS,40,v1.2.0.1,N/A,~ v3.0.0.1,~ v5.1.0.b1,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-02-13,2019-02-13,,v3.0.0.1,Released,FCS,35,v1.2.0.2,N/A,~ v3.0.0.2,~ v5.1.0.b1,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-01-30,2019-01-30,,v3.0.0.0,Released,FCS,30,v1.2.0.0,N/A,~ v3.0.0.0,~ v5.1.0.a2,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-01-11,N/A,,v3.0.0.b3,Released,Beta,-20,?,N/A,,v5.1.0.a1 ~,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-01-09,N/A,,v3.0.0.b2,Released,Beta,-25,v1.2.0.b2,N/A,~ v3.0.0.b2,N/A,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2018-12-07,N/A,,v3.0.0.b1,Released,Beta,-30,v1.2.0.b1,N/A,~ v3.0.0.b1,N/A,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2018-10-31,N/A,,v3.0.0.a2,Released,Alpha,-35,v1.2.0.a2,N/A,~ v3.0.0.a2,N/A,N/A,~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2018-10-12,N/A,,v3.0.0.a1,Released,Alpha,-40,v1.2.0.a1,N/A,v3.0.0.a1 ~,N/A,N/A,v1.0.0.0 ~ v1.0.1,N/A,N/A,N/A,N/A,N/A,,,v16,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2018-06-15,2018-06-15,,v2.3.4.0,Released,FCS,10,N/A,N/A,~ v2.3.5.0,~v5.0.4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GDPR 대응,,v15,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
,,,v2.2.0.0,,,,,N/A,,,,,,,,,,,,v14,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
